id,title,link,difficulty,likes,ac,tags
6,Zigzag Conversion,https://leetcode.com/problems/zigzag-conversion,2,7190,47.00%,[3]
744,Network Delay Time,https://leetcode.com/problems/network-delay-time,2,7167,53.30%,"[6, 6, 1]"
86,Partition List,https://leetcode.com/problems/partition-list,2,7140,55.70%,"[1, 2]"
417,Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow,2,7105,55.00%,"[1, 6, 2]"
111,Minimum Depth of Binary Tree,https://leetcode.com/problems/minimum-depth-of-binary-tree,1,7101,47.30%,"[5, 6, 5]"
1129,Longest String Chain,https://leetcode.com/problems/longest-string-chain,2,7093,60.90%,"[1, 2, 3, 7]"
813,All Paths From Source to Target,https://leetcode.com/problems/all-paths-from-source-to-target,2,7040,82.40%,"[4, 6, 6]"
350,Intersection of Two Arrays II,https://leetcode.com/problems/intersection-of-two-arrays-ii,1,7027,56.30%,"[1, 2, 2]"
456,132 Pattern,https://leetcode.com/problems/132-pattern,2,7025,33.70%,"[1, 2, 1, 1]"
290,Word Pattern,https://leetcode.com/problems/word-pattern,1,7022,41.80%,"[1, 3]"
698,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,2,6981,38.60%,"[1, 7, 4, 8]"
406,Queue Reconstruction by Height,https://leetcode.com/problems/queue-reconstruction-by-height,2,6980,73.30%,"[1, 5]"
232,Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks,1,6947,64.40%,"[1, 1]"
714,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,2,6937,68.30%,"[1, 7, 2]"
525,Contiguous Array,https://leetcode.com/problems/contiguous-array,2,6911,46.90%,[1]
150,Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation,2,6895,48.80%,"[1, 8, 1]"
43,Multiply Strings,https://leetcode.com/problems/multiply-strings,2,6854,39.90%,"[8, 3]"
975,Range Sum of BST,https://leetcode.com/problems/range-sum-of-bst,1,6814,86.70%,"[5, 6, 5]"
253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii,2,6811,51.00%,"[1, 2, 2, 1]"
12,Integer to Roman,https://leetcode.com/problems/integer-to-roman,2,6726,64.00%,"[1, 8, 3]"
145,Binary Tree Postorder Traversal,https://leetcode.com/problems/binary-tree-postorder-traversal,1,6691,70.30%,"[1, 5, 6, 5]"
452,Minimum Number of Arrows to Burst Balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,2,6672,56.00%,"[1, 2]"
718,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray,2,6658,51.00%,"[1, 2, 7, 2]"
140,Word Break II,https://leetcode.com/problems/word-break-ii,3,6631,47.20%,"[1, 3, 7, 4]"
1352,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling,3,6628,54.80%,"[1, 2, 7]"
673,Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence,2,6577,47.80%,"[1, 7, 5]"
653,Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,1,6555,61.10%,"[1, 2, 5, 6, 5]"
60,Permutation Sequence,https://leetcode.com/problems/permutation-sequence,3,6482,46.20%,"[8, 4]"
1016,Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k,2,6469,53.90%,[1]
80,Remove Duplicates from Sorted Array II,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,2,6444,56.80%,"[1, 2]"
721,Accounts Merge,https://leetcode.com/problems/accounts-merge,2,6437,56.80%,"[1, 3, 6, 6]"
115,Distinct Subsequences,https://leetcode.com/problems/distinct-subsequences,3,6416,46.20%,"[3, 7]"
954,Maximum Sum Circular Subarray,https://leetcode.com/problems/maximum-sum-circular-subarray,2,6409,44.30%,"[1, 2, 7, 1, 1]"
1128,Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,1,6404,69.20%,"[3, 1]"
257,Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths,1,6376,63.10%,"[3, 4, 5, 6, 5]"
191,Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits,1,6336,70.10%,"[2, 8]"
1646,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number,1,6270,59.40%,"[1, 2]"
459,Repeated Substring Pattern,https://leetcode.com/problems/repeated-substring-pattern,1,6263,46.00%,"[3, 3]"
1171,Shortest Path in Binary Matrix,https://leetcode.com/problems/shortest-path-in-binary-matrix,2,6256,47.00%,"[1, 6, 2]"
605,Can Place Flowers,https://leetcode.com/problems/can-place-flowers,1,6214,29.60%,"[1, 2]"
231,Power of Two,https://leetcode.com/problems/power-of-two,1,6206,46.60%,"[8, 8, 4]"
59,Spiral Matrix II,https://leetcode.com/problems/spiral-matrix-ii,2,6199,70.60%,"[1, 2]"
289,Game of Life,https://leetcode.com/problems/game-of-life,2,6183,68.60%,"[1, 2]"
463,Island Perimeter,https://leetcode.com/problems/island-perimeter,1,6168,70.20%,"[1, 6, 2]"
967,Minimum Falling Path Sum,https://leetcode.com/problems/minimum-falling-path-sum,2,6086,64.90%,"[1, 7, 2]"
1371,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,2,6079,66.90%,"[3, 1]"
224,Basic Calculator,https://leetcode.com/problems/basic-calculator,3,6077,43.00%,"[8, 3, 1, 4]"
937,Online Stock Span,https://leetcode.com/problems/online-stock-span,2,6043,65.60%,"[1, 1]"
1300,Critical Connections in a Network,https://leetcode.com/problems/critical-connections-in-a-network,3,6033,55.50%,"[6, 6]"
373,Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,2,6019,40.00%,"[1, 1]"
395,Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,2,6017,44.90%,"[1, 3, 2, 2]"
227,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii,2,5988,43.20%,"[8, 3, 1]"
684,Redundant Connection,https://leetcode.com/problems/redundant-connection,2,5973,62.60%,"[6, 6, 6]"
1039,Find the Town Judge,https://leetcode.com/problems/find-the-town-judge,1,5955,49.10%,"[1, 6]"
713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,2,5946,47.00%,"[1, 2]"
1050,Construct Binary Search Tree from Preorder Traversal,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,2,5939,81.80%,"[1, 1, 5, 1, 5]"
871,Keys and Rooms,https://leetcode.com/problems/keys-and-rooms,2,5898,72.60%,"[6, 6]"
1538,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,2,5875,52.30%,"[1, 2]"
219,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii,1,5864,44.40%,"[1, 2]"
493,Reverse Pairs,https://leetcode.com/problems/reverse-pairs,3,5863,30.60%,"[1, 2, 2, 5]"
126,Word Ladder II,https://leetcode.com/problems/word-ladder-ii,3,5845,27.30%,"[1, 3, 4, 6]"
264,Ugly Number II,https://leetcode.com/problems/ugly-number-ii,2,5830,46.20%,"[1, 8, 7, 1]"
1127,Last Stone Weight,https://leetcode.com/problems/last-stone-weight,1,5819,65.20%,"[1, 1]"
983,Validate Stack Sequences,https://leetcode.com/problems/validate-stack-sequences,2,5813,69.40%,"[1, 1]"
225,Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues,1,5808,63.00%,"[1, 1]"
354,Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes,3,5802,37.20%,"[1, 2, 7]"
557,Reverse Words in a String III,https://leetcode.com/problems/reverse-words-in-a-string-iii,1,5797,82.90%,"[2, 3]"
948,Sort an Array,https://leetcode.com/problems/sort-an-array,2,5794,57.10%,"[1, 2, 1]"
445,Add Two Numbers II,https://leetcode.com/problems/add-two-numbers-ii,2,5787,61.10%,"[1, 8, 1]"
218,The Skyline Problem,https://leetcode.com/problems/the-skyline-problem,3,5783,42.50%,"[1, 2, 5, 1]"
216,Combination Sum III,https://leetcode.com/problems/combination-sum-iii,2,5762,69.20%,"[1, 4]"
917,Boats to Save People,https://leetcode.com/problems/boats-to-save-people,2,5761,56.40%,"[1, 2, 2]"
783,Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree,1,5757,79.20%,"[5, 5]"
301,Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses,3,5754,47.90%,"[3, 4, 6]"
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary,3,5738,43.30%,"[6, 6]"
669,Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree,2,5721,66.30%,"[5, 6, 5]"
117,Populating Next Right Pointers in Each Node II,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,2,5709,51.90%,"[1, 5, 6, 5]"
486,Predict the Winner,https://leetcode.com/problems/predict-the-winner,2,5708,55.40%,"[1, 8, 7, 4]"
652,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees,2,5691,59.30%,"[1, 5, 6, 5]"
174,Dungeon Game,https://leetcode.com/problems/dungeon-game,3,5651,37.90%,"[1, 7, 2]"
665,Non-decreasing Array,https://leetcode.com/problems/non-decreasing-array,2,5636,24.60%,[1]
1320,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,2,5636,57.20%,"[3, 1]"
1753,Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort,2,5621,59.30%,"[1, 2, 6, 6, 1, 2]"
784,Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree,2,5620,73.90%,"[5, 5]"
583,Delete Operation for Two Strings,https://leetcode.com/problems/delete-operation-for-two-strings,2,5609,61.20%,"[3, 7]"
1544,Count Good Nodes in Binary Tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree,2,5599,73.20%,"[5, 6, 5]"
1580,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array,1,5576,88.40%,[1]
260,Single Number III,https://leetcode.com/problems/single-number-iii,2,5570,68.20%,"[1, 8]"
349,Intersection of Two Arrays,https://leetcode.com/problems/intersection-of-two-arrays,1,5485,72.20%,"[1, 2, 2]"
460,LFU Cache,https://leetcode.com/problems/lfu-cache,3,5479,43.90%,"[1, 1, 1]"
820,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states,2,5471,62.00%,"[6, 6]"
485,Max Consecutive Ones,https://leetcode.com/problems/max-consecutive-ones,1,5469,58.30%,[1]
403,Frog Jump,https://leetcode.com/problems/frog-jump,3,5448,45.90%,"[1, 7]"
1028,Interval List Intersections,https://leetcode.com/problems/interval-list-intersections,2,5411,71.40%,"[1, 2]"
168,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title,1,5411,40.10%,"[8, 3]"
808,Number of Matching Subsequences,https://leetcode.com/problems/number-of-matching-subsequences,2,5397,51.20%,"[1, 3, 2, 7]"
28,Find the Index of the First Occurrence in a String,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,1,5369,41.50%,"[2, 3, 3]"
523,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum,2,5356,28.70%,"[1, 8]"
421,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,2,5338,53.50%,"[1, 8]"
1776,Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,2,5335,39.70%,"[1, 2, 2]"
886,Score of Parentheses,https://leetcode.com/problems/score-of-parentheses,2,5326,64.30%,"[3, 1]"
474,Ones and Zeroes,https://leetcode.com/problems/ones-and-zeroes,2,5309,47.30%,"[1, 3, 7]"
132,Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii,3,5289,33.70%,"[3, 7]"
1482,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,1,5289,86.60%,[1]
71,Simplify Path,https://leetcode.com/problems/simplify-path,2,5283,41.60%,"[3, 1]"
941,Sort Array By Parity,https://leetcode.com/problems/sort-array-by-parity,1,5266,76.20%,"[1, 2]"
413,Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices,2,5263,65.10%,"[1, 7]"
789,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream,1,5260,56.60%,"[5, 1, 5]"
241,Different Ways to Add Parentheses,https://leetcode.com/problems/different-ways-to-add-parentheses,2,5243,65.10%,"[8, 3, 7, 4]"
971,Shortest Bridge,https://leetcode.com/problems/shortest-bridge,2,5232,57.70%,"[1, 6, 2]"
409,Longest Palindrome,https://leetcode.com/problems/longest-palindrome,1,5216,53.90%,"[1, 3, 2]"
984,Most Stones Removed with Same Row or Column,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,2,5198,58.90%,"[1, 6, 6, 6]"
1635,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,1,5194,88.90%,"[1, 8]"
528,Swapping Nodes in a Linked List,https://leetcode.com/problems/swapping-nodes-in-a-linked-list,2,5192,68.10%,"[1, 2]"
1008,Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras,3,5180,46.50%,"[7, 5, 6, 5]"
637,Average of Levels in Binary Tree,https://leetcode.com/problems/average-of-levels-in-binary-tree,1,5134,72.20%,"[5, 6, 5]"
654,Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree,2,5102,85.20%,"[1, 2, 1, 5, 1, 5]"
538,Convert BST to Greater Tree,https://leetcode.com/problems/convert-bst-to-greater-tree,2,5094,68.70%,"[5, 6, 5]"
93,Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses,2,5072,49.20%,"[3, 4]"
368,Largest Divisible Subset,https://leetcode.com/problems/largest-divisible-subset,2,5062,42.30%,"[1, 8, 7]"
678,Valid Parenthesis String,https://leetcode.com/problems/valid-parenthesis-string,2,5060,34.70%,"[3, 7, 1, 2]"
1022,Unique Paths III,https://leetcode.com/problems/unique-paths-iii,3,5011,81.80%,"[1, 4, 8, 2]"
817,Design HashMap,https://leetcode.com/problems/design-hashmap,1,5008,65.80%,"[1, 1]"
376,Wiggle Subsequence,https://leetcode.com/problems/wiggle-subsequence,2,5003,48.40%,"[1, 7, 2]"
343,Integer Break,https://leetcode.com/problems/integer-break,2,5002,60.10%,"[8, 7]"
782,Jewels and Stones,https://leetcode.com/problems/jewels-and-stones,1,4956,88.40%,"[1, 3]"
1034,Subarrays with K Different Integers,https://leetcode.com/problems/subarrays-with-k-different-integers,3,4954,56.30%,"[1, 2]"
190,Reverse Bits,https://leetcode.com/problems/reverse-bits,1,4947,57.40%,"[2, 8]"
1263,Number of Dice Rolls With Target Sum,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,2,4945,60.70%,[7]
930,All Possible Full Binary Trees,https://leetcode.com/problems/all-possible-full-binary-trees,2,4944,82.80%,"[7, 5, 4, 5]"
404,Sum of Left Leaves,https://leetcode.com/problems/sum-of-left-leaves,1,4935,57.60%,"[5, 6, 5]"
863,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree,3,4922,59.30%,"[7, 5, 6, 6]"
766,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,2,4896,59.90%,"[1, 6, 1]"
415,Add Strings,https://leetcode.com/problems/add-strings,1,4886,51.80%,"[8, 3]"
1021,Distribute Coins in Binary Tree,https://leetcode.com/problems/distribute-coins-in-binary-tree,2,4876,72.50%,"[5, 6, 5]"
29,Divide Two Integers,https://leetcode.com/problems/divide-two-integers,2,4873,17.20%,"[8, 8]"
389,Find the Difference,https://leetcode.com/problems/find-the-difference,1,4859,60.00%,"[1, 3, 8]"
1706,Min Cost to Connect All Points,https://leetcode.com/problems/min-cost-to-connect-all-points,2,4857,66.50%,"[1, 6, 6]"
1770,Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,2,4853,61.20%,"[1, 3, 2]"
1092,Maximum Difference Between Node and Ancestor,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor,2,4849,78.20%,"[5, 6, 5]"
1476,Count Negative Numbers in a Sorted Matrix,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix,1,4848,77.20%,"[1, 2, 2]"
1319,Unique Number of Occurrences,https://leetcode.com/problems/unique-number-of-occurrences,1,4847,76.90%,[1]
454,4Sum II,https://leetcode.com/problems/4sum-ii,2,4846,57.20%,[1]
1442,Number of Operations to Make Network Connected,https://leetcode.com/problems/number-of-operations-to-make-network-connected,2,4842,62.50%,"[6, 6, 6]"
1437,Minimum Insertion Steps to Make a String Palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,3,4838,70.10%,"[3, 7]"
304,Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable,2,4831,54.00%,"[1, 2]"
990,Verifying an Alien Dictionary,https://leetcode.com/problems/verifying-an-alien-dictionary,1,4814,54.80%,"[1, 3]"
341,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,2,4813,64.30%,"[1, 5, 6, 1]"
383,Ransom Note,https://leetcode.com/problems/ransom-note,1,4772,60.50%,"[1, 3]"
1146,Greatest Common Divisor of Strings,https://leetcode.com/problems/greatest-common-divisor-of-strings,1,4752,51.70%,"[8, 3]"
107,Binary Tree Level Order Traversal II,https://leetcode.com/problems/binary-tree-level-order-traversal-ii,2,4750,62.80%,"[5, 6, 5]"
1402,Count Square Submatrices with All Ones,https://leetcode.com/problems/count-square-submatrices-with-all-ones,2,4748,75.00%,"[1, 7, 2]"
443,String Compression,https://leetcode.com/problems/string-compression,2,4720,53.80%,"[2, 3]"
119,Pascal's Triangle II,https://leetcode.com/problems/pascals-triangle-ii,1,4720,63.60%,"[1, 7]"
258,Add Digits,https://leetcode.com/problems/add-digits,1,4678,66.30%,[8]
171,Excel Sheet Column Number,https://leetcode.com/problems/excel-sheet-column-number,1,4651,63.30%,"[8, 3]"
1170,Shortest Common Supersequence,https://leetcode.com/problems/shortest-common-supersequence,3,4649,59.00%,"[3, 7]"
307,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable,2,4628,40.80%,"[1, 5]"
1095,Two City Scheduling,https://leetcode.com/problems/two-city-scheduling,2,4620,66.50%,"[1, 2]"
1254,Deepest Leaves Sum,https://leetcode.com/problems/deepest-leaves-sum,2,4611,86.30%,"[5, 6, 5]"
1023,Time Based Key-Value Store,https://leetcode.com/problems/time-based-key-value-store,2,4606,49.80%,"[1, 3, 2]"
931,Maximum Frequency Stack,https://leetcode.com/problems/maximum-frequency-stack,3,4597,66.50%,"[1, 1]"
922,Possible Bipartition,https://leetcode.com/problems/possible-bipartition,2,4583,50.40%,"[6, 6, 6]"
1087,Longest Arithmetic Subsequence,https://leetcode.com/problems/longest-arithmetic-subsequence,2,4572,49.00%,"[1, 2, 7]"
800,Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation,2,4562,74.10%,"[3, 4, 8]"
645,Set Mismatch,https://leetcode.com/problems/set-mismatch,1,4562,44.60%,"[1, 8]"
154,Find Minimum in Rotated Sorted Array II,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,3,4556,43.60%,"[1, 2]"
1397,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system,2,4551,65.50%,"[1, 3, 2, 1]"
902,Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops,3,4547,39.90%,"[1, 7, 2, 1]"
1762,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,2,4534,48.50%,"[1, 2, 1]"
58,Length of Last Word,https://leetcode.com/problems/length-of-last-word,1,4481,48.20%,[3]
646,Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain,2,4468,59.60%,"[1, 7, 2]"
940,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets,2,4445,43.90%,"[1, 2]"
832,Binary Tree Pruning,https://leetcode.com/problems/binary-tree-pruning,2,4442,72.20%,"[5, 6, 5]"
1380,Number of Closed Islands,https://leetcode.com/problems/number-of-closed-islands,2,4437,66.40%,"[1, 6, 6, 2]"
1414,Shortest Path in a Grid with Obstacles Elimination,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,3,4412,45.20%,"[1, 6, 2]"
336,Palindrome Pairs,https://leetcode.com/problems/palindrome-pairs,3,4410,35.10%,"[1, 3]"
962,Flip String to Monotone Increasing,https://leetcode.com/problems/flip-string-to-monotone-increasing,2,4353,61.40%,"[3, 7]"
659,Split Array into Consecutive Subsequences,https://leetcode.com/problems/split-array-into-consecutive-subsequences,2,4348,51.00%,"[1, 2, 1]"
1184,Car Pooling,https://leetcode.com/problems/car-pooling,2,4346,56.20%,"[1, 1]"
1360,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters,2,4345,54.10%,"[1, 3, 4, 8]"
269,Alien Dictionary,https://leetcode.com/problems/alien-dictionary,3,4338,35.60%,"[1, 3, 6, 6]"
345,Reverse Vowels of a String,https://leetcode.com/problems/reverse-vowels-of-a-string,1,4304,52.30%,"[2, 3]"
745,Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target,1,4287,51.60%,"[1, 2]"
1966,Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element,2,4277,46.20%,"[1, 2, 2, 2]"
530,Minimum Absolute Difference in BST,https://leetcode.com/problems/minimum-absolute-difference-in-bst,1,4239,58.50%,"[5, 6, 5]"
933,Increasing Order Search Tree,https://leetcode.com/problems/increasing-order-search-tree,1,4237,78.30%,"[1, 5, 6, 5]"
237,Delete Node in a Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list,2,4228,77.90%,[1]
1528,Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,1,4219,87.20%,[1]
877,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes,3,4212,65.80%,"[7, 8, 6, 6]"
1228,Minimum Cost Tree From Leaf Values,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,2,4188,67.90%,"[1, 7, 1, 2, 1]"
687,Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path,2,4168,41.10%,"[5, 6, 5]"
1791,Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,1,4159,87.70%,"[1, 2]"
998,Check Completeness of a Binary Tree,https://leetcode.com/problems/check-completeness-of-a-binary-tree,2,4156,56.60%,"[5, 6, 5]"
8,String to Integer (atoi),https://leetcode.com/problems/string-to-integer-atoi,2,4152,17.00%,[3]
892,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,3,4146,26.00%,"[1, 2, 1, 2, 1, 1]"
833,Bus Routes,https://leetcode.com/problems/bus-routes,3,4140,48.40%,"[1, 6]"
1055,Pairs of Songs With Total Durations Divisible by 60,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,2,4134,52.80%,[1]
729,My Calendar I,https://leetcode.com/problems/my-calendar-i,2,4128,56.60%,"[2, 5]"
741,Cherry Pickup,https://leetcode.com/problems/cherry-pickup,3,4103,36.70%,"[1, 7, 2]"
367,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square,1,4098,43.50%,"[8, 2]"
628,Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers,1,4095,45.20%,"[1, 8]"
1463,The K Weakest Rows in a Matrix,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix,1,4087,73.40%,"[1, 2, 1, 2]"
1117,As Far from Land as Possible,https://leetcode.com/problems/as-far-from-land-as-possible,2,4077,51.60%,"[1, 7, 6, 2]"
1411,Convert Binary Number in a Linked List to Integer,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,1,4061,81.30%,"[1, 8]"
1669,Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,3,4057,62.00%,"[1, 7]"
149,Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line,3,4049,26.20%,"[1, 8]"
1428,Jump Game III,https://leetcode.com/problems/jump-game-iii,2,4042,64.50%,"[1, 6]"
904,Leaf-Similar Trees,https://leetcode.com/problems/leaf-similar-trees,1,4009,70.40%,"[5, 6, 5]"
371,Sum of Two Integers,https://leetcode.com/problems/sum-of-two-integers,2,4008,51.50%,"[8, 8]"
1236,N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number,1,4000,63.50%,"[8, 7]"
1492,Time Needed to Inform All Employees,https://leetcode.com/problems/time-needed-to-inform-all-employees,2,3984,60.00%,"[5, 6]"
1576,Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,2,3930,65.00%,"[6, 6]"
712,Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings,2,3909,65.00%,"[3, 7]"
957,Minimum Add to Make Parentheses Valid,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,2,3901,75.10%,"[3, 1, 2]"
696,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings,1,3898,65.50%,"[2, 3]"
1035,Cousins in Binary Tree,https://leetcode.com/problems/cousins-in-binary-tree,1,3892,55.60%,"[5, 6, 5]"
2216,Delete the Middle Node of a Linked List,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,2,3888,58.70%,"[1, 2]"
753,Open the Lock,https://leetcode.com/problems/open-the-lock,2,3863,55.90%,"[1, 3, 6]"
926,Find and Replace Pattern,https://leetcode.com/problems/find-and-replace-pattern,2,3859,77.00%,"[1, 3]"
1073,Number of Enclaves,https://leetcode.com/problems/number-of-enclaves,2,3856,68.70%,"[1, 6, 6, 2]"
1444,Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero,1,3829,84.90%,"[8, 8]"
725,Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts,2,3824,63.90%,[1]
501,Find Mode in Binary Search Tree,https://leetcode.com/problems/find-mode-in-binary-search-tree,1,3809,55.70%,"[5, 6, 5]"
228,Summary Ranges,https://leetcode.com/problems/summary-ranges,1,3804,50.10%,[1]
342,Power of Four,https://leetcode.com/problems/power-of-four,1,3804,47.70%,"[8, 8, 4]"
1761,Count Sorted Vowel Strings,https://leetcode.com/problems/count-sorted-vowel-strings,2,3782,78.10%,"[8, 7, 8]"
472,Concatenated Words,https://leetcode.com/problems/concatenated-words,3,3778,49.60%,"[1, 3, 7, 6]"
1621,Number of Subsequences That Satisfy the Given Sum Condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,2,3773,43.90%,"[1, 2, 2]"
461,Hamming Distance,https://leetcode.com/problems/hamming-distance,1,3768,75.30%,[8]
1207,Delete Nodes And Return Forest,https://leetcode.com/problems/delete-nodes-and-return-forest,2,3765,69.20%,"[1, 5, 6, 5]"
532,K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array,2,3760,42.40%,"[1, 2, 2]"
688,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard,2,3759,56.20%,[7]
1700,Minimum Time to Make Rope Colorful,https://leetcode.com/problems/minimum-time-to-make-rope-colorful,2,3753,64.00%,"[1, 3, 7, 2]"
